Standard,Subject,File Name,File Path,language
12,Sanskrit,Shaswati.pdf,merged_pdfs\12\Sanskrit,n/a
12,Sociology,Bharat main Samajik Parivartan aur Vikas.pdf,merged_pdfs\12\Sociology,n/a
12,Sociology,Bhartiya Samaj.pdf,merged_pdfs\12\Sociology,n/a
12,Sociology,Hindustan Mein Samaji Tabdili Aur Taraqqi(Urdu).pdf,merged_pdfs\12\Sociology,n/a
12,Sociology,Hindustani Samaj(Urdu).pdf,merged_pdfs\12\Sociology,n/a
12,Sociology,Indian Society.pdf,merged_pdfs\12\Sociology,n/a
12,Sociology,Social Change and Development in India.pdf,merged_pdfs\12\Sociology,n/a
12,Urdu,Dhanak.pdf,merged_pdfs\12\Urdu,n/a
12,Urdu,Gulistan-e- Adab.pdf,merged_pdfs\12\Urdu,n/a
12,Urdu,Khayaban-e-Urdu.pdf,merged_pdfs\12\Urdu,n/a
12,Urdu,Nai Awaz.pdf,merged_pdfs\12\Urdu,n/a
13,Heritage Crafts,Bhartiya Hastkala Parmparaon ki Khoj.pdf,merged_pdfs\13\Heritage Crafts,n/a
13,Heritage Crafts,Exploring Craft Tradition of India.pdf,merged_pdfs\13\Heritage Crafts,n/a
13,Hindi,Abhivyakti Aur Madhyam.pdf,merged_pdfs\13\Hindi,n/a
13,Sanskrit,Sanskrit Sahitya parichay.pdf,merged_pdfs\13\Sanskrit,n/a
13,Urdu,Izhar Aur Zara-e-Izhar.pdf,merged_pdfs\13\Urdu,n/a
13,Urdu,Urdu Qwaid aur Insha.pdf,merged_pdfs\13\Urdu,n/a
13,Urdu,Zuban-O-Adab ki Tareekh.pdf,merged_pdfs\13\Urdu,n/a
